title,genres,keywords,cast,director,popularity
All Is Bright,"comedy, drama","christmas tree, salesman, french canadian","paul rudd, paul giamatti, sally hawkins, peter hermann, michael drayer, halley feiffer, amy landecker, curtiss cook, morgan spector, nikki m. james, emory cohen, barbara vincent",phil morrison,3.613577
The Torture Chamber of Dr. Sadism,"mystery, horror, history","snake, cut-off arm, pit, revitalization, descendant, count, surrealism","lex barker, christopher lee, karin dor, carl lange, christiane rücker, vladimir medar, dieter eppler",harald reinl,1.296784
Straight A's,"comedy, drama","brother brother relationship, drug addiction, sister-in-law","anna paquin, ryan phillippe, luke wilson, powers boothe, riley thomas stewart, ursula parker, christa campbell, tess harper, johnnie brannon, kristen williams, simona williams",james cox,4.50829
A Funny Thing Happened on the Way to the Forum,"comedy, music","virgin, ancient rome, freedom, sondheim, slave, based stage musical, slave owner","zero mostel, phil silvers, buster keaton, michael crawford, jack gilford, annette andre, michael hordern, leon greene, roy kinnear, alfie bass, john bluthal, pamela brown, patricia jessel, beatrix lehmann, jon pertwee, helen funai",richard lester,8.902102
Slacker Uprising,documentary,presidential elections,"michael moore, eddie vedder, robert ellis orrall, steve earle, celeste zappala, eric blickenstaff, anthony pietsch, dante zappala, tim goodrich, abdul henderson, bill scragg, fred d'amato, mike hoffman, peter buck, michael stipe, mike mills, joe vogel, jeff champagne, joan baez, viggo mortensen, princeton lyman, john brown, corrine brown, anne wright, gloria steinem, tom morello, roseanne barr",michael moore,1.619635
The Legend of Hell's Gate: An American Conspiracy,"action, adventure, history, western",based real events,"eric balfour, lou taylor pucci, henry thomas, james lafferty, summer glau, jenna dewan, kevin alejandro, robert buckley, ryan lee, jamie thomas king, tanner beard, michael taber, glenn morshower, william mcnamara, corey knipe, barry tubb, michael spears, eddie spears, stephen monroe taylor, drew waters, chris kincade, jim beaver, zahn mcclarnon, buck taylor, russell quinn cummings, evan martin, brendan wayne, david h. hickey, steve schmidt, ken luckey, lukas behnken, meredith giangrande, marcos akiaten, bart brown, cathy baron, wally welch, christopher stull, jeff schwan",tanner beard,1.002585
The Walking Deceased,"science fiction, comedy","spoof, zombie","tim ogletree, troy ogletree, dave sheridan, joey oglesby, sophia taylor ali, danielle garcia, mason dakota galyon, jacqui holland, andrew pozza, richard lukens, martha prentiss, trenton rostedt, michael jastroch, wray crawford, cassandra lazenby, clint hansen, deauxma, tiffany braden, conley michelle wehner, philip marlatt, francis casanova, natalie makenna, billionna olivia reyes, claire tablizo, emily rose tablizo, jack tablizo",scott dow,1.332804
The Curse of Downers Grove,"thriller, mystery, horror, drama","self-defense, car mechanic, graduation, high school, shooting, party, murder, curse, blood, teenager, attempted rape, aftercreditsstinger","bella heathcote, lucas till, helen slater, penelope mitchell, mark l. young, zane holtz, tom arnold, kevin zegers, martin spanjers, jeff staron, marcus giamatti, sean rosalies, joel michael kramer",derick martini,2.00163
Shark Lake,thriller,"lake, shark attack","dolph lundgren, james chalke, sara malakul lane, michael aaron milligan, ibrahim renno jr., miles doleac, melissa bolona, lance e. nichols, ted ferguson, kelsey deanne, john ceallach, carol ann scruggs, kim baptiste, ele bardha",jerry dugan,1.187764
River's Edge,"crime, drama","sex, police, friends, murder","crispin glover, keanu reeves, ione skye, daniel roebuck, dennis hopper, taylor negron, joshua john miller",tim hunter,6.463806
Buried,"drama, thriller, mystery","isolation, coffin, race time, buried alive, survival, terrorism, danger, cell phone, desert, psychological, aftercreditsstinger, captivity, chases races, mind soul, confined","ryan reynolds, josé luis garcía pérez, robert paterson, stephen tobolowsky, samantha mathis, ivana miño, warner loughlin, erik palladino, kali rocha, chris william martin, cade dundish, mary birdsong, kirk baily, anne lockhart, robert clotworthy, michalla petersen, juan hidalgo, abdelilah ben massou, joe guarneri, heath centazzo",rodrigo cortés,32.841229
Submarine,"drama, comedy, romance","beach, wales, friendship, bullying, teenage girl, loss virginity","craig roberts, sally hawkins, paddy considine, noah taylor, gemma chan, yasmin paige, darren evans, osian cai dulais, lily mccann, otis lloyd, elinor crawley, steffan rhodri, melanie walters, sion tudor owen, lydia fox, ben stiller, adrienne o'sullivan, john wier, lynne hunter, edwin ashcroft, claire cage",richard ayoade,8.518866
The Square,"documentary, drama, history",woman director,"khalid abdalla, dina abdullah, dina amer, magdy ashour, ramy essam, ahmed hassan, aida elkashef",jehane noujaim,4.892203
One to Another,drama,"france, musician, investigation, sadomasochism, independent film, relationship, incest, bisexual","lizzie brocheré, arthur dupont, guillaume baché, pierre perrier, nicolas nollet, valérie mairesse, karl e. landler, matthieu boujenah, jean-christophe bouvet, pierre beziers, antoine coesens, guillaume gouix","jean-marc barr, pascal arnold",4.665026
Man on Wire,"thriller, documentary, crime, history","judge, juggler, passion, reality, street artist, jail, independent film, fame, hiding, tower","philippe petit, jean françois heckel, jean-louis blondeau, annie allix, david forman, alan welner, barry greenhouse, jim moore",james marsh,14.331992
Abandoned,"drama, thriller",supervivencia,"dominic purcell, peter feeney, owen black, siobhan marshall, serena cotton, rachel nash, seamus stalker, isla thompson, jack walley, mark ruka, minouk van der valde, daniel watterson, daniel cleary, greg johnson, john davies, laurie dee, rachel nicholls",john laing,3.068463
The Last Exorcism,"horror, drama, thriller","exorcism, fraud, evil spirit, human sacrifice, mockumentary, preacher, satanic ritual, footage, satanic cult","ashley bell, patrick fabian, iris bahr, louis herthum, caleb landry jones, shanna forrestall, tony bentley, allen boudreaux",daniel stamm,14.838986
Nowhere Boy,drama,"musician, musical, biography, teenager, dark past, hit car, new brighton england, woman director, 1950s, aspiring musician","aaron taylor-johnson, anne-marie duff, kristin scott thomas, david threlfall, david morrissey, thomas brodie-sangster, josh bolt, ophelia lovibond, andrew buchan, james johnson, james jack bentham, jack mcelhone, sam bell, colin tierney, dan armour, sam wilmott, frazer bird, daniel ross, john collins, paul ritter, kerrie hayes",sam taylor-johnson,1.950959
A Streetcar Named Desire,drama,"southern usa, rape, sister sister relationship, loss sense reality, brother-in-law, violent husband, new orleans, middle aged woman, brother-in-law sister-in-law relationship, light bulb, expectant father, screen rape","vivien leigh, marlon brando, kim hunter, karl malden, rudy bond, nick dennis, peg hillias, wright king, richard garrick, ann dere, edna thomas, mickey kuhn, mel archer, marietta canty, john george, lyle latell, charles wagenheim, buck woods, dahn ben amotz",elia kazan,14.884756
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"drama, comedy, war","usa president, general, cold war, strategic air command, nuclear missile, war room, bomber pilot, nuclear weapons, ex nazi, doomsday device, absurdism","peter sellers, george c. scott, sterling hayden, keenan wynn, slim pickens, peter bull, james earl jones, tracy reed, jack creley, frank berry, robert o'neill, glenn beck, roy stephens, shane rimmer, hal galili, paul tamarin, laurence herder, john mccarthy, gordon tanner, burnell tucker, victor harrington",stanley kubrick,41.996783
The Crime of Padre Amaro,"drama, romance","heart attack, drug traffic, drug crime, mexican province, celibacy, priest, pregnancy, catholicism, new mexican cinema","gael garcía bernal, ana claudia talancón, sancho gracia, angélica aragón, ernesto gómez cruz, gastón melo, damián alcázar, andrés montiel, pedro armendáriz jr., blanca loaria, juan ignacio aranda, verónica langer, jorge zárate, lorenzo de rodas, roger nevares",carlos carrera,2.179428
Beasts of the Southern Wild,"drama, fantasy","refugee camp, hurricane, fantasy, flooding, global warming, drama, bayou, crab, storm, celebration, auroch, tough love, defrost, levee, prehistoric creature, lost mother, melting ice caps, shrimp, salt water, explosives, crawfish, shrimping, submerged, grits, african american child, wild man","quvenzhané wallis, dwight henry, levy easterly, gina montana, lowell landes, pamela harper, amber henry, jonshel alexander, nicholas clark, joseph brown, henry d. coleman, kaliana brower, phillip lawrence, hannah holby, jimmy lee moore",benh zeitlin,12.471239
Battle for the Planet of the Apes,"action, science fiction","post-apocalyptic, dystopia, ape","roddy mcdowall, natalie trundy, austin stoker, severn darden, claude akins, paul williams, richard eastham, lew ayres, bobby porter, noah keen, france nuyen, paul stevens, heather lowe, michael stearns, cal wilson, colleen camp, john huston",j. lee thompson,13.315383
Songcatcher,"drama, music","musical, independent film, woman director","janet mcteer, michael davis, michael goodwin, gregory russell cook, jane adams, e. katherine kerr, emmy rossum, pat carroll, stephanie roth haberle, aidan quinn, bart hansard, erin blake clanton, david patrick kelly, kristin hall",maggie greenwald,3.363321
Higher Ground,"drama, thriller","baby, wife husband relationship, christian, faith, independent film, evangelical christianity, woman director","vera farmiga, donna murphy, dagmara domińczyk, john hawkes, joshua leonard, nina arianda, taissa farmiga, taylor schwencke, boyd holbrook, norbert leo butz, bill irwin, michael chernus, ebon moss-bachrach, sean mahon, jack gilpin, molly hawkey",vera farmiga,1.699101
Vaalu,"comedy, romance",teenage love,"silambarasan, hansika motwani, santhanam, vtv ganesh, brahmanandam, adithya menon, aadukalam naren, sriranjini, misha ghoshal, jai, namo narayanan, pithamagan mahadevan, raasi",vijay chandar,0.320387
The Greatest Movie Ever Sold,"comedy, documentary","comedian, comedy, duringcreditsstinger","morgan spurlock, peter berg, paul brennan, ralph nader, brett ratner, j.j. abrams, donald trump",morgan spurlock,0.692497
Ed and His Dead Mother,comedy,"chainsaw, macabre, uncle nephew relationship","eric christmas, harper roisman, steve buscemi, sam jenkins, ned beatty, miriam margolyes",jonathan wacks,0.023436
Travellers and Magicians,"adventure, drama, foreign","illusion, independent film, bhutan, story story, weaver, storytelling","tshewang dendup, sonam lhamo, lhakpa dorji, deki yangzom, sonam kinga",khyentse norbu,0.749699
Hang 'em High,western,"prison, judge, marshal, death penalty, oklahoma, widow, cattle drive, hanging, law man, lynching, search party","clint eastwood, inger stevens, ed begley, pat hingle, ben johnson, bruce dern, charles mcgraw, ruth white, alan hale jr., l.q. jones, michael o'sullivan, dennis hopper, james westerfield, richard gates, bruce scott, arlene golonka, james macarthur, bob steele, bert freed, mark lenard, robert williams, joseph sirola, russell thorson, ned romero",ted post,11.756943
Sublime,"horror, thriller","nurse, psychology, suspense, blood, hospital","tom cavanagh, jeffrey anderson-gunter, cas anvar, paget brewster, jordi caballero, lilyan chauvin, shanna collins, katherine cunningham-eves, kyle gallner, dan gerrity, michael gregory, lawrence hilton-jacobs, george newbern, bruce nozick, michelle page, sujata day, david clayton rogers, john rubinstein, susan santiago, kathleen york, kat coiro",tony krantz,6.833164
A Beginner's Guide to Snuff,"thriller, comedy, horror",snuff,"joey kern, luke edwards, bree williamson, brad greenquist, perry laylon ojeda",mitchell altieri,0.060127
Independence Daysaster,"action, science fiction","ufo, extraterrestrial, spaceship, alien","casey dubois, iain belcher, andrea brooks, nicholas carella, emily holmes",w.d. hogan,1.959405
Run Lola Run,"action, drama, thriller","berlin, casino, nun, red hair, running, homeless person, supermarket, ambulance, subway, daughter, money, fate","franka potente, moritz bleibtreu, herbert knaup, nina petri, armin rohde, joachim król, heino ferch, lars rudolph, ludger pistor, sebastian schipper, ute lubosch, julia lindig, andreas petri, klaus müller, utz krause, volkhart buff, monica bleibtreu, suzanne von borsody, marc bischoff, beate finckh, hans paetsch, peter pauli, wolfgang becker",tom tykwer,27.36562
May,"drama, horror, thriller, romance","difficult childhood, psychoterror, murder, loneliness, artificial","angela bettis, jeremy sisto, anna faris, james duval, nichole hiltz, kevin gage, merle kennedy, chandler riley hecht, rachel david, nora zehetner, will estes, roxanne day, samantha adams, brittney lee harvey, ken davitian, jude mcvay, lucky mckee",lucky mckee,8.650779
Against the Wild,"adventure, family","cave, plane wreck, salmon, bears, northern canada, wolves, alaskan malamute, dove ""family-approved""","natasha henstridge, cj adams, erin pitt, ted whittall, rainbow francks, john tench, jennifer gibson, houston, barney",richard boddington,2.492747
Under the Same Moon,drama,"independent film, woman director","kate del castillo, adrián alonso barona, eugenio derbez, america ferrera, angelina peláez, maya zapata, gabriel porras, maría rojo, jesse garcia, ernesto d'alessio, carmen salinas",patricia riggen,2.756435
Conquest of the Planet of the Apes,"action, science fiction","circus, pet, human being, dystopia, insurrection, army, ape","roddy mcdowall, don murray, ricardo montalban, hari rhodes, severn darden, lou wagner, natalie trundy, john randolph, asa maynor, joyce haber, h.m. wynant, david chow, buck kartalian, john dennis, paul comi, gordon jump, dick spangler, hector soucy, james bacon, rayford barnes, william bryant, jean byron, sam chew jr., francis de sales, peter paul eastman, erin fleming, daniel keough, ron pinkard, jeffrey sayre",j. lee thompson,18.828683
In the Bedroom,"drama, thriller","age difference, fishing, arbitrary law, conductor, ex husband, single, independent film","tom wilkinson, sissy spacek, nick stahl, marisa tomei, william mapother, william wise, karen allen, celia weston, frank t. wells, w. clapham murray, justin ashforth",todd field,6.979638
I Spit on Your Grave,"thriller, crime, horror","rape, fondling, revenge, writer, strangulation, female writer, garden shears, rape revenge","sarah butler, daniel franzese, chad lindberg, jeff branson, rodney eastman, andrew howard, tracey walter, mollie milligan, saxon sharbino",steven r. monroe,26.281839
"Happy, Texas","comedy, crime","small town, texas, man, fraud, independent film, mistaken identity, closet, fish water, escaped convict, stolen identity, small town sheriff, ruse, beauty pageant, confidence man, small town thieves, gender stereotypes, gay couple","steve zahn, william h. macy, jeremy northam, ally walker, ron perlman, illeana douglas, m.c. gainey, mo gaffney, paul dooley",mark illsley,2.079125
My Summer of Love,"drama, thriller, romance","england, brother sister relationship, adult, northern england, female friendship, moped, lesbian relationship, homosexuality, summer, tomboy, lgbt","natalie press, emily blunt, paddy considine, dean andrews",paweł pawlikowski,3.939753
Yes,"drama, romance",woman director,"joan allen, simon abkarian, sam neill, shirley henderson, stephanie leonidas, sheila hancock, gary lewis",sally potter,3.677831
You Can't Take It With You,"comedy, romance","monopoly, tycoon, house, love, friends, eccentric, secretary, free spirit, rich snob, stenographer","jean arthur, lionel barrymore, james stewart, edward arnold, mischa auer, ann miller, spring byington, samuel s. hinds, donald meek, h.b. warner, halliwell hobbes, dub taylor, mary forbes, lillian yarbo, eddie 'rochester' anderson, clarence wilson, josef swickard, ann doran, christian rub, bodil rosing, charles lane, harry davenport, irving bacon, ward bond, james burke, eddy chandler, anne cornwall, nell craig, edgar dearing, pat flaherty, robert greig, kit guard, john hamilton, edward hearn, russell hicks, edward keane, pert kelton, edwin maxwell, frank mclure, charles mcmurphy, james millican, edward peil sr., ian wolfe, eugene anderson jr, stanley andrews, william arnold, johnny arthur, frank austin, harry a. bailey, joseph e. bernard, beatrice blinn, charles brinley, beatrice curtis, betty farrington, john ince, stella lesaint, margaret mann, tina marshall, eva mckenzie, fred parker, george c. pearce, ed randolph, frances raymond, bert starkey, dorothy vernon, bess wade, gladys blake, joe bordeaux, ralph brooks, stanley brown, gloria browne, wallis clark, chester clute, nick copeland, dick curtis, sidney d'albrook, lew davis, lester dorr, jack gardner, william lally, gene morgan, vernon dent, kay deslys, florence dudley, almeda fowler, alice keating, georgia o'dell, dagmar oakland, rosemary theby, homer dickenson, oliver eckhardt, sterrett ford, jesse graves, louis king, bob kortman, ralph mccullough, clive morgan, cy schindell, harry semels, ernest shields, s.s. simon, victor travers, roland dupree, edward earle, jim farley, eddie fetherston, james flavin, byron foulger, dick french, carlton griffin, dick rush, bruce sidney, harry stafford, carlie taylor, joe geil, billy wolfstone, chuck hamilton, oscar 'dutch' hendrian, harry hollingsworth, paul irving, boyd irwin, eddie kane, frank mills, bruce mitchell, wedgwood nowell, blanche payson, lee phelps, hilda plowright, doris rankin, ky robinson, frank shannon, c.l. sherwood, edwin stanley, bert stevens, laura treadwell, john tyrrell, walter walker, pierre watkin, pat west, larry wheat, alex woloshin",frank capra,3.426314
From Here to Eternity,"war, drama, romance","hawaii, harassment, pearl harbor, bombing, military life, army base","burt lancaster, montgomery clift, deborah kerr, donna reed, frank sinatra, philip ober, mickey shaughnessy, harry bellaver, ernest borgnine, jack warden, john dennis, merle travis, tim ryan, arthur keegan, barbara morrison, claude akins, george reeves",fred zinnemann,6.915201
She Wore a Yellow Ribbon,western,"captain, fort, retirement, attack, cavalry","john wayne, joanne dru, john agar, ben johnson, harry carey, jr., victor mclaglen, mildred natwick, george o'brien, arthur shields, michael dugan, chief john big tree, fred graham, george sky eagle, tom tyler, noble johnson, paul fix, francis ford, cliff lyons, frank mcgrath, irving pichel, william steele, jack tornek, dan white, harry woods",john ford,8.535178
Grace Unplugged,"drama, music",christian,"aj michalka, james denton, kevin pollak, shawnee smith, michael welch, jamie grace, emma catherwood, zane holtz",brad j. silverman,2.160586
Foolish,"comedy, drama","independent film, sexual humor, drug humor","eddie griffin, master p, amie petersen, frank sivero, daphnée duplaix samuel, jonathan banks, andrew dice clay, sven-ole thorsen, marla gibbs, traci bingham, bill nunn, john marlo, clifton powell, anthony johnson",dave meyers,0.796009
Caramel,"drama, comedy, romance","women, hairdresser, sister sister relationship, new love, unexpected happiness, virgin, beauty, dressmaker, cosmetics hygiene, strafzettel, wedding, police officer, existence, woman director","nadine labaki, yasmine al massri, joanna moukarzel, gisèle aouad, adel karam, sihame haddad, aziza semaan, fatmeh safa, dimitri staneofski, fadia stella, ismaïl antar",nadine labaki,4.554574
The Bubble,"drama, romance",gay,"ohad knoller, yousef sweid, daniella wircer, alon friedman, zion baruch, ruba blal, oded leopold, zohar liba",eytan fox,1.49436
The Conversation,"crime, drama, mystery","san francisco, paranoia, audio tape, wiretap, shadowing","gene hackman, john cazale, frederic forrest, cindy williams, harrison ford, teri garr, allen garfield, elizabeth macrae, robert duvall, michael higgins, mark wheeler, billy dee williams, ramon bieri, phoebe alexander, gian-carlo coppola, robert shields, richard hackman",francis ford coppola,20.810292
Mississippi Mermaid,"crime, drama, romance","exotic island, secret, love one's life, plantation, marriage, mail order bride, french noir","jean-paul belmondo, catherine deneuve, michel bouquet, nelly borgeaud, martine ferrière, marcel berbert, yves drouhet, roland thénot",françois truffaut,3.654018
Cabin Fever,horror,"vacation, remake, woods, burned alive, murder, gore, marijuana, blood, teenager, cabin woods, disease, dog, flesh eating, virus","matthew daddario, samuel davis, dustin ingram, eli roth, gage golightly, nadine crocker, randy schulman, louise linton, jason rouse, teresa decher, george griffith, laura kenny, ted pfeifer, aaron trainor, richard g. boron",travis zariwny,5.379319
Waitress,comedy,"waitress, unwillingly pregnant, woman director","keri russell, nathan fillion, andy griffith, cheryl hines, eddie jemison, jeremy sisto, adrienne shelly, lew temple, darby stanchfield, cindy drummond, lauri johnson, nathan dean, heidi sulzman, sarah hunley, caroline fogarty, christy taylor, jennifer walsh, mackenzie king, hunter a. king, donna leslie",adrienne shelly,9.67299
Bloodsport,action,"martial arts, biography, sport, sensei, mixed martial arts, hong kong","jean-claude van damme, bolo yeung, roy chiao, philip chan yan-kin, donald gibb, ken siu, leah ayres, normann burton, forest whitaker",newt arnold,17.49699
Mr. Smith Goes to Washington,"comedy, drama","corruption, washington d.c., senate, senator, governor, politician, camp, conservative, usa politics, political drama","james stewart, jean arthur, claude rains, edward arnold, guy kibbee, thomas mitchell, eugene pallette, beulah bondi, colin james mackey, harry carey, h.b. warner, grant mitchell, pierre watkin, porter hall, astrid allwyn, ruth donnelly, charles lane, william demarest, dick elliott, russell simpson, delmar watson, john russell, frances gifford, larry simms, billy watson, harry watson, garry watson, wilson benge, dickie jones, h.v. kaltenborn, erville alderson, frank puglia, maurice cass, stanley andrews, al bridge, edwin august, edmund cobb, sam ash, harry a. bailey, stanley mack, brooks benedict, wade boteler, dorothy comingore, chester conklin, gino corrado, ann doran, robert emmett keane, matt mchugh, kathryn bates, frank austin, william arnold, tommy baker, robert sterling, dub taylor, george chandler, fred 'snowflake' toones, jack carson, tommy bupp, dora clement, bert moorhouse, harry c. bradley, lynton brent, ed brewer, harlan briggs, harry burkhardt, frederick burton, georgia caine, ken carpenter, burr caruth, allan cavan, eddy chandler, davison clark, richard clucas, shirley coates, eddie coke, hal cooke, alec craig, anne cornwall, george cooper, georgie cooper, jack cooper, nick copeland, vernon dent, maurice costello, beatrice curtis, lew davis, dulcie day, wally dean, harry depp, byron foulger, helen jerome eddy, douglas evans, joe devlin, clyde dilson, john dilson, neal dodd, lester dorr, robert dudley, edward earle, jack egan, eddie fetherston, mabel forrest, gladys gale, jack gardner, mary gordon, june gittelson, lorna gray, harry hayden, louis jean heydt, john ince, frank jaquet, philo mccullough, wright kramer, henry hebert, fred hoose, richard kipling, roger haliday, wilfred hari, philip hurlic, olaf hytten, lloyd ingraham, mitchell ingraham, dick jensen, john lester johnson, eddie kane, donald kerr, milton kibbee, joe king, evalyn knapp, paul kruger, bobby larson, billy lechner, jackie lowe, p.h. levy, vera lewis, jack lindquist, george lloyd, arthur loft, jack low, jimmie lucas, mary maclaren, hank mann, margaret mann, eric mayne, ralph mccullough, george mckay, lafe mckee, ben taggart, field norton, wilfred lucas, sammy mckim, james mcnamara, william newell, robert middlemass, james millican, howard m. mitchell, charles r. moore, gene morgan, robert morgan, ray nichols, alex novinsky, frank o'connor, frank otto, joe palma, spencer quinn, tom quinn, ed randolph, charles regan, jack rice, wyndham standing, ferris taylor, jack richardson, walter soderling, harry stafford, victor travers, carl stockdale, robert walker, henry roquemore, craig stevens, paul stanton, johnny russell, walter sande, frank m. thomas, harry strang, harry tenbrook, dave willock, lloyd whitlock, john tyrrell, frederick vroom, charles sullivan, arthur thalasso, edward thomas, laura treadwell, layne tom jr., myonne walsh, billy wayne, max waizmann, john ward, jane loofbourrow, blanche payson, emma tansey, bess wade, florence wix, eleanor wood, jesse graves, gus glassmire, larry steers, landers stevens, william worthington, edward biby, count stefenelli, david wade, frank mclure",frank capra,12.2624
Kids,"drama, crime","puberty, time","leo fitzpatrick, rosario dawson, chloë sevigny, justin pierce, sajan bhagat, billy valdes, billy waldeman, javier nunez, luis núñez, christian bruna, alex glen, joseph chan, johnathan staci kim, adriane brown, sarah henderson, jon abrahams",larry clark,13.291991
The Squid and the Whale,"comedy, drama","childhood memory, uniform, independent film, private, tryst","jeff daniels, laura linney, jesse eisenberg, owen kline, william baldwin, anna paquin, david benger, elizabeth meriwether, alexandra daddario, halley feiffer, molly barton, bo berkman, matthew kaplan, simon kaplan, matthew kirsch, daniella markowicz, ben schrank, amy srebnick, josh srebnick, emma straub, alan wilkis, james hamilton, adam rose, henry glovinsky, eli gelb, wayne lawson, michael santiago, juan torriente, patricia towers, peggy gormley, greta kline, melissa meyer, benjamin smolen, michael countryman, nico baumbach, maryann plunkett, hector otero, ken leung, jo yang, andrew kaempfer, bobby shue",noah baumbach,13.788054
Kissing Jessica Stein,comedy,"jew, based play, independent film, gay relationship, lesbian, bisexual, bisexual woman","jennifer westfeldt, tovah feldshuh, esther wurmfeld, hillel friedman, jon hamm, scott cohen, ben weber, brian stepanek, jennifer carta",charles herman-wurmfeld,3.990215
Kickboxer: Vengeance,"action, drama","martial arts, kickboxing, martial arts tournament, reboot, thai boxing","alain moussi, dave bautista, sara malakul lane, jean-claude van damme, darren shahlavi, georges st-pierre, gina carano, gino galento",john stockwell,6.526588
Spellbound,"drama, mystery, thriller","amnesia, insane asylum, suspense","ingrid bergman, gregory peck, michael chekhov, rhonda fleming, leo g. carroll, john emery, norman lloyd, bill goodwin, steven geray, donald curtis, art baker, regis toomey, paul harvey, wallace ford",alfred hitchcock,11.145915
Exotica,"drama, mystery","secret, nightclub, pet shop, independent film, unhappiness","bruce greenwood, mia kirshner, elias koteas, don mckellar, sarah polley, arsinée khanjian, victor garber, david hemblen, calvin green, peter krantz, jack blum, billy merasty, ken mcdougall, damon d'oliveira",atom egoyan,5.446832
Buffalo '66,"romance, comedy, crime, drama","prison, gambling, compulsive gambling","vincent gallo, christina ricci, ben gazzara, mickey rourke, rosanna arquette, anjelica huston, jan-michael vincent, kevin pollak, alex karras, john sansone, manny fried, john rummel, bob wahl, penny wolfgang, anthony mydcarz, michael maciejewski, jack claxton, dominic telesco, carl marchi, kim krah, julius digennaro, terry braunstein, jack hunter, norma gelose, jamie king, janel king",vincent gallo,10.009994
Insidious,"horror, thriller","medium, evil spirit, house warming, aftercreditsstinger","patrick wilson, rose byrne, ty simpkins, barbara hershey, lin shaye, leigh whannell, angus sampson, andrew astor, corbett tuck, heather tocquigny, ruben pla, john henry binder, josh feldman, joseph bishara, philip friedman, j. larose, kelly devoto, jeannette sousa, ben woolf",james wan,58.594852
Repo Man,"comedy, crime, science fiction, thriller","california, cocaine, future, punk, theory, music, police, cult, rocker, ufo, surrealism, alien, independent film, conspiracy, torture, scientist, violence, killer, cult film, repossession","harry dean stanton, emilio estevez, tracey walter, olivia barash, sy richardson, susan barnes, fox harris, tom finnegan, del zamora, eddie velez, zander schloss, jennifer balgobin, dick rude, miguel sandoval, vonetta mcgee, richard foronjy, bruce white",alex cox,11.35344
Nine Queens,"crime, drama, thriller","hotel, man, stamp, police, partner, money, scam, grifter, convenience store, swindle, rare stamps","ricardo darín, gastón pauls, leticia brédice, maría mercedes villagra, gabriel correa, pochi ducasse, jorge noya, ignasi abadal, carlos lanari, tomás fonzi, alejandro awada, antonio ugo, elsa berenguer, ricardo díaz mourelle, gabriel molinelli, claudio rissi, roly serrano",fabián bielinsky,8.589355
The Gatekeepers,documentary,"israel, army, intelligence agency, shin bet","ami ayalon, avraham shalom, yaakov peri, carmi gillon, avi dichter, yuval diskin",dror moreh,2.828303
The Ballad of Jack and Rose,drama,"female nudity, runaway, commune, egg, independent film, arson, incest, illness, environmentalism, diabetic, face slap, peeping tom, scythe, woman director","daniel day-lewis, camilla belle, catherine keener, ryan mcdonald, paul dano, jason lee, jena malone, beau bridges, susanna thompson",rebecca miller,3.618646
The To Do List,"comedy, romance","sex, sexuality, irony, sarcasm, naivety, black humor, swimming pool, teenage girl, sexual humor, summer, love interest, summer vacation, father daughter relationship, attraction, high school student, teenage sexuality, clumsiness, lifeguard, immaturity, awkwardness, list, woman director, public pool, female sexuality, virginity, 1990s","aubrey plaza, johnny simmons, bill hader, alia shawkat, sarah steele, scott porter, rachel bilson, christopher mintz-plasse, andy samberg, donald glover, adam pally, clark gregg, connie britton, bryce clyde jenkins, nolan gould, jack mcbrayer, d.c. pierson, dominic dierkes, kevin m. brennan, lauren lapkus",maggie carey,15.017068
Killing Zoe,"action, crime, drama, thriller","paris, prostitute, robbery, drug abuse, aids, bank, jazz, hostage, night life, kidnapping, vault, junkie, bank robber, heroin, friendship, murder, independent film, pistol, violence, drug, bank robbery, illegal prostitution, hoodlum","eric stoltz, julie delpy, jean-hugues anglade, tai thai, bruce ramsay, kario salem, salvator xuereb, gary kemp, martin raymond, eric pascal chaltiel, cecilia peck",roger avary,5.817519
The Believer,drama,"bomb, jewry, world war ii, jewish life, jew, synagogue, anti semitism, independent film, bomb planting","ryan gosling, summer phoenix, theresa russell, billy zane, joshua harto, glenn fitzgerald, a.d. miles, ronald guttman, garret dillahunt, heather goldenhersh, joel garland, kris eivers, elizabeth reaser, dean strober, judah lazarus, tommy nohilly, sig libowitz, jacob green, james mccaffrey, frank winters, peter meadows, chuck ardezzone, lucille patton, michael marcus, roberto gari, john wills martin, david bailey, tibor feldman, jordan lage, sascha knopf, henry bean, christopher kadish, ebon moss-bachrach",henry bean,9.856826
Snow Angels,"drama, romance","suicide, depression, small town, family relationships, young love","kate beckinsale, sam rockwell, michael angarano, olivia thirlby, amy sedaris, jeannetta arnette, griffin dunne, nicky katt, connor paolo, tom noonan",david gordon green,4.262374
Session 9,"horror, mystery","schizophrenia, lunatic asylum, psychology, relation, coin, tape recorder, pot smoking, cell phone, walkie talkie, security guard, asbestos, multiple personality, tunnel, lobotomy, hazmat suit","peter mullan, david caruso, stephen gevedon, josh lucas, brendan sexton iii, paul guilfoyle, larry fessenden, charley broderick, lonnie farmer",brad anderson,11.064228
I Want Someone to Eat Cheese With,"comedy, romance",independent film,"jeff garlin, sarah silverman, bonnie hunt, elle fanning, jessy schram",jeff garlin,1.742383
Mooz-lum,drama,independent film,"nia long, danny glover, evan ross, summer bishil",qasim basir,0.414754
